rmrecnbr,bldrecnbr,bld_descrshort,bld_descr50,floor,rmnbr,rmsqrft,rmstationcnt,deptid,rmtyp,rmsubtyp,rmtyp_descrshort,rmsubtyp_descrshort,dept_descr,falist,occlist,occdeptlist,grantdtlist,rmfnclist,fa_avail,fa_reserve,fa_na,refreshed_at,MGIS-Color
2099832,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D310A,27,0,315930,855,06,Tr/ExamSvc,PatDress,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099833,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D310B,22,0,315930,855,06,Tr/ExamSvc,PatDress,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099834,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D310T,36,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099835,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D312,444,15,315930,880,02,PublicWait,ReceptWtg,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099836,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D314,139,0,315930,855,06,Tr/ExamSvc,PatDress,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099837,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D314A,27,0,315930,855,06,Tr/ExamSvc,PatDress,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099838,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D314B,22,0,315930,855,06,Tr/ExamSvc,PatDress,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099839,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D314T,37,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099840,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D315T,54,1,315930,315,06,Office Svc,AsgnToilet,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099841,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D317T,56,1,315930,315,06,Office Svc,AsgnToilet,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099842,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D319,107,2,315930,310,00,Office,Office,MM Radiology Admin,,donking-STFA; dyans-STFA,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099843,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D321,89,2,315930,310,00,Office,Office,MM Radiology Admin,,rajaissa-STFA; sajuntun-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099844,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D325,129,0,315930,850,02,Treat/Exam,DiagTrtmt,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099845,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D328,93,1,315930,310,00,Office,Office,MM Radiology Admin,gemmete(100%),gemmete-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 87%; Organized Research(0202) - 13%,0,0,0,,
2099846,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D330,157,3,315930,830,02,Nurse Stat,StaffRm,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099847,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D330A,95,1,315930,310,00,Office,Office,MM Radiology Admin,neerajc(100%),neerajc-FA,MM Radiology Admin (315930) - 100%,F052201(2024-07-31),Other Institutional Activities(1302) - 80%; Organized Research(0202) - 20%,0,0,0,,
2099848,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D332,242,7,315930,830,02,Nurse Stat,StaffRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099849,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D350Z,785,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099850,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D400X,276,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099851,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D400Z,348,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099852,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D401,91,1,315540,830,02,Nurse Stat,StaffRm,MM Emergency Department,,,MM Emergency Department (315540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099853,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D403,48,0,315540,855,07,Tr/ExamSvc,SoiLinSupl,MM Emergency Department,,,MM Emergency Department (315540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099854,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D407,1346,0,315540,850,04,Treat/Exam,TherTrtmt,MM Emergency Department,,,MM Emergency Department (315540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100700,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D407A,101,0,315540,850,04,Treat/Exam,TherTrtmt,MM Emergency Department,,,MM Emergency Department (315540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146652,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D407T,47,1,315540,820,02,PatientBth,InPatnBth,MM Emergency Department,,,MM Emergency Department (315540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099855,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D409C,142,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099856,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D410Z,573,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099857,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D411,475,14,315930,350,00,Conference,Conference,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099858,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D413T,38,1,315930,315,06,Office Svc,AsgnToilet,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099859,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D414T,38,1,315930,315,06,Office Svc,AsgnToilet,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099860,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D417,155,1,311679,890,02,StaffOnCal,HseOfcrOnC,MM CE COO Administration,,,MM CE COO Administration (311679) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099861,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D417T,64,1,311679,315,06,Office Svc,AsgnToilet,MM CE COO Administration,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099862,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D419E,82,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099863,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D420X,168,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099864,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D421,276,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146638,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D423,207,0,315930,855,02,Tr/ExamSvc,ControlRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099866,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D425,262,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099867,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D427,134,2,315930,310,00,Office,Office,MM Radiology Admin,,rmiddlem-STFA; mstimp-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099868,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D429,249,6,315930,830,02,Nurse Stat,StaffRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099869,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D431,101,0,315930,835,07,NurseStnSr,SoiledLin,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146639,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D433,421,1,315930,310,17,Office,FlxOpnWkSt,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099870,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D435,266,0,315930,315,09,Office Svc,DptLounge,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099871,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D435A,16,0,315930,315,01,Office Svc,SupplyRm,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099872,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D436T,39,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099873,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D438,293,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100718,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D438T,59,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100758,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D440,33,0,315930,855,08,Tr/ExamSvc,SuplStgRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099874,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D441,135,2,311679,890,02,StaffOnCal,HseOfcrOnC,MM CE COO Administration,,,MM CE COO Administration (311679) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099875,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D442,324,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099876,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D442T,35,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099877,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D443T,42,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099878,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D444,791,0,315930,855,04,Tr/ExamSvc,FilmPrView,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099880,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D444B,28,0,315930,855,03,Tr/ExamSvc,EqmtStrgRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099881,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D445,291,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099882,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D445T,32,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099883,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D446,125,0,315930,315,09,Office Svc,DptLounge,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099884,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D447T,30,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099885,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D449,314,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099886,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D449T,34,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099887,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D450,310,0,315930,850,10,Treat/Exam,RadXRay,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099895,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D450A,161,0,315930,855,02,Tr/ExamSvc,ControlRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099888,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D450T,39,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099889,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D450Z,829,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099890,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D451,107,1,315930,310,00,Office,Office,MM Radiology Admin,,buoncomp-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099894,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D454,1096,0,315930,855,04,Tr/ExamSvc,FilmPrView,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099898,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D456,278,0,315930,850,12,Treat/Exam,RadUltrasd,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099899,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D456T,34,1,315930,820,02,PatientBth,InPatnBth,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099900,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D457,215,0,315930,855,04,Tr/ExamSvc,FilmPrView,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099901,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D457A,60,0,315930,855,04,Tr/ExamSvc,FilmPrView,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099903,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D458,53,1,315930,310,00,Office,Office,MM Radiology Admin,,ellenh-STFC,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099904,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D458J,46,0,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2099909,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D459,64,0,315930,855,11,Tr/ExamSvc,ImEquipSup,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099905,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D461,372,0,315930,850,08,Treat/Exam,RadCT,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099906,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D462,244,0,315930,855,02,Tr/ExamSvc,ControlRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099907,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D463,81,1,315930,310,00,Office,Office,MM Radiology Admin,,sellinas-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2100736,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D465,372,0,315930,850,08,Treat/Exam,RadCT,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099908,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D467,261,0,315930,855,03,Tr/ExamSvc,EqmtStrgRm,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099910,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D470Z,1243,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099911,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D500Z,1257,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099912,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502,205,0,315930,315,08,Office Svc,AssignCir,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099913,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502A,183,2,315930,310,00,Office,Office,MM Radiology Admin,,jesdean-STFA; acolvin-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099914,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502B,83,1,315930,310,00,Office,Office,MM Radiology Admin,,goldiesa-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099915,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502C,94,1,315930,310,00,Office,Office,MM Radiology Admin,kgaetke(100%),kgaetke-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2099916,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502D,94,1,315930,310,00,Office,Office,MM Radiology Admin,bmervak(100%),bmervak-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099917,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502E,94,1,315930,310,00,Office,Office,MM Radiology Admin,kshampai(100%),kshampai-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099918,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502F,100,1,315930,310,00,Office,Office,MM Radiology Admin,jefried(100%),jefried-FA,MM Radiology Admin (315930) - 100%,F058244(2024-04-30),Other Institutional Activities(1302) - 85%; Organized Research(0202) - 15%,0,0,0,,
2099919,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502G,133,2,315930,310,00,Office,Office,MM Radiology Admin,jimellis(50%); rcohan(50%),rcohan-FA; jimellis-FA,MM Radiology Admin (315930) - 100%,F053921(2024-04-30),Other Institutional Activities(1302) - 90%; Organized Research(0202) - 10%,0,0,0,,
2099920,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502H,176,2,315930,310,00,Office,Office,MM Radiology Admin,echaripa(50%); erst(50%),erst-FA; echaripa-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099921,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502K,97,1,315930,310,00,Office,Office,MM Radiology Admin,,linhart-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099922,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D502L,131,1,315930,310,00,Office,Office,MM Radiology Admin,jbailey(100%),jbailey-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099923,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D520,170,1,315930,310,00,Office,Office,MM Radiology Admin,,jchampag-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099924,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D520A,86,1,315930,310,00,Office,Office,MM Radiology Admin,jplatt(100%),jplatt-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099925,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D520B,104,1,315930,310,00,Office,Office,MM Radiology Admin,ashishw(100%),ashishw-FA,MM Radiology Admin (315930) - 100%,F051834(2024-08-31),Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2099926,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D520C,121,1,315930,310,00,Office,Office,MM Radiology Admin,weadock(100%),weadock-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099927,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D520D,132,2,315930,310,00,Office,Office,MM Radiology Admin,aanum(50%); ronbude(50%),aanum-FA; ronbude-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099928,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530,269,1,315930,310,27,Office,FlexCubicl,MM Radiology Admin,,,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099929,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530A,106,2,315930,310,00,Office,Office,MM Radiology Admin,warhadps(50%); zwilseck(50%),zwilseck-FA; warhadps-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099930,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530B,102,1,315930,310,00,Office,Office,MM Radiology Admin,mmendira(100%),mmendira-FA,MM Radiology Admin (315930) - 100%,F065495(2026-07-31); F067064(2027-07-31),Other Institutional Activities(1302) - 85%; Organized Research(0202) - 15%,0,0,0,,
2099931,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530C,94,1,315930,310,00,Office,Office,MM Radiology Admin,caoili(100%),caoili-FA,MM Radiology Admin (315930) - 100%,F053921(2024-04-30),Other Institutional Activities(1302) - 90%; Organized Research(0202) - 10%,0,0,0,,
2099932,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530D,80,1,315930,310,00,Office,Office,MM Radiology Admin,,cantrelj-STFA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099933,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530F,94,2,315930,310,00,Office,Office,MM Radiology Admin,sedith(100%),sedith-FA,MM Radiology Admin (315930) - 100%,F064465(2023-12-31),Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2099934,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530G,96,1,315930,310,00,Office,Office,MM Radiology Admin,kmaturen(100%),kmaturen-FA,MM Radiology Admin (315930) - 100%,F055389(2025-06-30),Other Institutional Activities(1302) - 95%; Organized Research(0202) - 5%,0,0,0,,
2099935,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530H,72,1,315930,310,00,Office,Office,MM Radiology Admin,behirshb(100%),behirshb-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099936,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D530K,72,1,315930,310,00,Office,Office,MM Radiology Admin,jamshiel(100%),jamshiel-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099937,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D540,117,1,315930,310,00,Office,Office,MM Radiology Admin,kebuckwa(100%),kebuckwa-FA,MM Radiology Admin (315930) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099938,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1D540E,79,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099939,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F002V,115,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099940,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F005V,76,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099941,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F009V,63,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099942,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F016V,32,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099943,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F017X,69,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099944,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F100Z,1508,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099945,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F200Z,2116,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2104935,1000316,U HOSP,UNIVERSITY HOSPITAL,B1,B1F201A,474,0,315930,850,08,Treat/Exam,RadCT,MM Radiology Admin,,,MM Radiology UH (315979) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
